band	bpw	stratum	task_idx	wc	wall_ms	tok_est	correct	rss_mb	output_snippet
Qwen2.5-1.5B-Instruct-Q8_0	8.5	wc_61_100	1221	84	2186	1	0	0	16
Qwen2.5-1.5B-Instruct-Q8_0	8.5	wc_61_100	1231	66	1637	1	0	0	144
Qwen2.5-1.5B-Instruct-Q8_0	8.5	wc_61_100	1241	72	2154	1	0	0	180
Qwen2.5-1.5B-Instruct-Q8_0	8.5	wc_61_100	1251	87	2657	1	0	0	118
Qwen2.5-1.5B-Instruct-Q8_0	8.5	wc_61_100	1261	63	1631	1	0	0	108
Qwen2.5-1.5B-Instruct-Q8_0	8.5	wc_61_100	1271	74	2141	1	0	0	14
Qwen2.5-1.5B-Instruct-Q8_0	8.5	wc_61_100	1281	84	1641	1	0	0	106
Qwen2.5-1.5B-Instruct-Q8_0	8.5	wc_61_100	1291	66	1630	1	0	0	72
Qwen2.5-1.5B-Instruct-Q8_0	8.5	wc_61_100	1301	72	1629	1	0	0	106
Qwen2.5-1.5B-Instruct-Q8_0	8.5	wc_61_100	1311	87	1656	1	0	0	138
Qwen2.5-1.5B-Instruct-Q8_0	8.5	wc_61_100	1321	63	1675	1	0	0	18
Qwen2.5-1.5B-Instruct-Q8_0	8.5	wc_61_100	1331	74	1645	1	0	0	140
Qwen2.5-1.5B-Instruct-Q8_0	8.5	wc_61_100	1341	84	1666	1	0	0	146
Qwen2.5-1.5B-Instruct-Q8_0	8.5	wc_61_100	1351	66	1646	1	0	0	114
Qwen2.5-1.5B-Instruct-Q8_0	8.5	wc_61_100	1361	72	1671	1	0	0	168
Qwen2.5-1.5B-Instruct-Q8_0	8.5	wc_61_100	1371	87	1726	1	0	0	146
Qwen2.5-1.5B-Instruct-Q8_0	8.5	wc_61_100	1381	63	2198	1	0	0	104
Qwen2.5-1.5B-Instruct-Q8_0	8.5	wc_61_100	1391	74	1677	1	0	0	159
Qwen2.5-1.5B-Instruct-Q8_0	8.5	wc_61_100	1401	84	1749	1	0	0	48
Qwen2.5-1.5B-Instruct-Q8_0	8.5	wc_61_100	1411	66	1664	1	0	0	108
Qwen2.5-1.5B-Instruct-Q8_0	8.5	wc_61_100	1421	72	1683	1	0	0	171
Qwen2.5-1.5B-Instruct-Q8_0	8.5	wc_61_100	1431	87	1669	1	0	0	108
Qwen2.5-1.5B-Instruct-Q8_0	8.5	wc_61_100	1441	63	2186	1	0	0	15
Qwen2.5-1.5B-Instruct-Q8_0	8.5	wc_61_100	1451	74	2171	1	0	0	159
Qwen2.5-1.5B-Instruct-Q8_0	8.5	wc_61_100	1461	84	2172	1	0	0	156
Qwen2.5-1.5B-Instruct-Q8_0	8.5	wc_61_100	1471	66	1660	1	0	0	171
Qwen2.5-1.5B-Instruct-Q8_0	8.5	wc_61_100	1481	72	2151	1	0	0	159
Qwen2.5-1.5B-Instruct-Q8_0	8.5	wc_61_100	1491	87	1701	1	0	0	108
Qwen2.5-1.5B-Instruct-Q8_0	8.5	wc_61_100	1501	63	1657	1	0	0	171
Qwen2.5-1.5B-Instruct-Q8_0	8.5	wc_61_100	1511	74	2179	1	0	0	15
Qwen2.5-1.5B-Instruct-Q8_0	8.5	wc_61_100	1521	84	1672	1	0	0	159
Qwen2.5-1.5B-Instruct-Q8_0	8.5	wc_61_100	1531	66	2180	1	0	0	103
Qwen2.5-1.5B-Instruct-Q8_0	8.5	wc_61_100	1541	72	2189	1	0	0	108
Qwen2.5-1.5B-Instruct-Q8_0	8.5	wc_61_100	1551	87	2176	1	0	0	159
Qwen2.5-1.5B-Instruct-Q8_0	8.5	wc_61_100	1561	63	1711	1	0	0	117
Qwen2.5-1.5B-Instruct-Q8_0	8.5	wc_61_100	1571	74	2184	1	0	0	159
Qwen2.5-1.5B-Instruct-Q8_0	8.5	wc_61_100	1581	84	1656	1	0	0	444
Qwen2.5-1.5B-Instruct-Q8_0	8.5	wc_61_100	1591	66	1697	1	0	0	116
Qwen2.5-1.5B-Instruct-Q8_0	8.5	wc_101_200	1601	108	2215	1	0	0	26
Qwen2.5-1.5B-Instruct-Q8_0	8.5	wc_101_200	1611	114	2535	1	0	0	18
Qwen2.5-1.5B-Instruct-Q8_0	8.5	wc_101_200	1621	125	2714	1	0	0	16
Qwen2.5-1.5B-Instruct-Q8_0	8.5	wc_101_200	1631	134	2172	1	0	0	60
Qwen2.5-1.5B-Instruct-Q8_0	8.5	wc_101_200	1641	144	1690	1	0	0	46
Qwen2.5-1.5B-Instruct-Q8_0	8.5	wc_101_200	1651	152	2170	1	0	0	26
Qwen2.5-1.5B-Instruct-Q8_0	8.5	wc_101_200	1661	164	2196	1	0	0	104
Qwen2.5-1.5B-Instruct-Q8_0	8.5	wc_101_200	1671	173	2226	1	0	0	60
Qwen2.5-1.5B-Instruct-Q8_0	8.5	wc_101_200	1681	184	2281	1	0	0	54
Qwen2.5-1.5B-Instruct-Q8_0	8.5	wc_101_200	1691	102	2184	1	0	0	144
Qwen2.5-1.5B-Instruct-Q8_0	8.5	wc_101_200	1701	113	2200	1	0	0	106
Qwen2.5-1.5B-Instruct-Q8_0	8.5	wc_101_200	1711	121	2181	1	0	0	180
Qwen2.5-1.5B-Instruct-Q8_0	8.5	wc_101_200	1721	137	2185	1	0	0	46
Qwen2.5-1.5B-Instruct-Q8_0	8.5	wc_101_200	1731	144	1733	1	0	0	46
Qwen2.5-1.5B-Instruct-Q8_0	8.5	wc_101_200	1741	155	2210	1	0	0	104
Qwen2.5-1.5B-Instruct-Q8_0	8.5	wc_101_200	1751	161	2234	1	0	0	26
Qwen2.5-1.5B-Instruct-Q8_0	8.5	wc_101_200	1761	171	2753	1	0	0	17
Qwen2.5-1.5B-Instruct-Q8_0	8.5	wc_101_200	1771	187	2176	1	0	0	104
Qwen2.5-1.5B-Instruct-Q8_0	8.5	wc_101_200	1781	108	2195	1	0	0	24
Qwen2.5-1.5B-Instruct-Q8_0	8.5	wc_101_200	1791	114	1767	1	0	0	29
Qwen2.5-1.5B-Instruct-Q8_0	8.5	wc_101_200	1801	125	1733	1	0	0	24
Qwen2.5-1.5B-Instruct-Q8_0	8.5	wc_101_200	1811	134	2196	1	0	0	15
Qwen2.5-1.5B-Instruct-Q8_0	8.5	wc_101_200	1821	144	2198	1	0	0	35
Qwen2.5-1.5B-Instruct-Q8_0	8.5	wc_101_200	1831	152	2176	1	0	0	285
Qwen2.5-1.5B-Instruct-Q8_0	8.5	wc_101_200	1841	164	2157	1	0	0	106
Qwen2.5-1.5B-Instruct-Q8_0	8.5	wc_101_200	1851	173	2192	1	0	0	104
Qwen2.5-1.5B-Instruct-Q8_0	8.5	wc_101_200	1861	184	2207	1	0	0	115
Qwen2.5-1.5B-Instruct-Q8_0	8.5	wc_101_200	1871	102	2181	1	0	0	115
Qwen2.5-1.5B-Instruct-Q8_0	8.5	wc_101_200	1881	113	2164	1	0	0	100
Qwen2.5-1.5B-Instruct-Q8_0	8.5	wc_101_200	1891	121	2201	1	0	0	144
Qwen2.5-1.5B-Instruct-Q8_0	8.5	wc_101_200	1901	137	2209	1	0	0	104
Qwen2.5-1.5B-Instruct-Q8_0	8.5	wc_101_200	1911	144	2235	1	0	0	444
Qwen2.5-1.5B-Instruct-Q8_0	8.5	wc_101_200	1921	155	2197	1	0	0	40
Qwen2.5-1.5B-Instruct-Q8_0	8.5	wc_101_200	1931	161	2721	1	0	0	54
Qwen2.5-1.5B-Instruct-Q8_0	8.5	wc_101_200	1941	171	2216	1	0	0	104
Qwen2.5-1.5B-Instruct-Q8_0	8.5	wc_101_200	1951	187	2721	1	0	0	44
Qwen2.5-1.5B-Instruct-Q8_0	8.5	wc_101_200	1961	108	2752	1	0	0	400
Qwen2.5-1.5B-Instruct-Q8_0	8.5	wc_101_200	1971	114	2714	1	0	0	344
Qwen2.5-1.5B-Instruct-Q8_0	8.5	wc_101_200	1981	125	2218	1	0	0	140
Qwen2.5-1.5B-Instruct-Q8_0	8.5	wc_101_200	1991	134	2799	1	0	0	12
